excess_net_ann,excess_ir,gross_excess_ann,turnover,cost_ann,net_sharpe,net_mdd,name,topk,n_drop,hold_thresh
9.009743927249,0.8741451831769526,10.670611086241715,4.41616268846782,1.6608671589927158,0.7599963125988989,-33.162345219623845,baseline,50,1,1
-36.77855014395145,-1.4855545265239345,34.91499990058601,189.5958337670476,71.69355004453745,-0.9014471960213112,-91.5454907713523,T1-ndrop0,50,0,1
13.650122269322898,1.3720623623751642,16.91137016977659,8.647765108692429,3.261247900453689,0.9746602272621526,-32.4019859803116,T2-ndrop2,50,2,1
16.49683619877968,1.223317772976001,19.279969190777997,7.3835331075379305,2.783132991998317,1.0102836319480866,-38.56648026782777,T3-top30,30,1,1
8.528843528880074,1.0615908710643938,9.560655028241852,2.7528315117580613,1.031811499361779,0.794360567381169,-30.972542137297033,T4-top85,85,1,1
14.133744790558476,1.0407988850479326,15.612934268454362,3.9356149219371965,1.4791894778958945,0.924024302020399,-49.80366245371357,T5-hold5,50,1,5
14.70131281687388,1.1385928660387445,16.03482181610232,3.55031360537692,1.333508999228441,0.967743243848951,-30.097241473899782,T6-hold10,50,1,10
